id,city,state,station,latitude,longitude,aqi,pm25,pm10,no2,o3,co,so2,last_update,fetched_at,HEALTH_RISK_TIER
1583,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,65.0,65.0,54.0,10.8,10.7,5.8,7.0,2026-06-25 20:00:00,2026-06-25 16:12:54,Satisfactory
1584,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,65.0,65.0,54.0,10.8,10.7,5.8,7.0,2026-06-25 20:00:00,2026-06-25 16:12:54,Satisfactory
1585,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,65.0,65.0,54.0,10.8,10.7,5.8,7.0,2026-06-25 20:00:00,2026-06-25 16:12:54,Satisfactory
1586,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 16:12:54,Moderate
1587,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 16:12:54,Moderate
1588,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 16:12:54,Moderate
1589,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 16:12:54,Moderate
1590,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 16:12:54,Moderate
1591,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,114.0,114.0,78.0,1.3,7.9,3.7,3.3,2026-06-25 20:00:00,2026-06-25 16:12:54,Moderate
1592,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 16:12:54,Moderate
1593,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,6.0,6.0,,,,,,2026-06-25 20:00:00,2026-06-25 16:12:54,Good
1594,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,48.0,46.0,14.0,6.4,48.4,1.0,2.1,2026-06-25 21:00:00,2026-06-25 16:12:54,Good
1596,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 16:12:54,Moderate
1601,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,124.0,124.0,93.0,9.3,0.5,5.5,4.6,2026-06-26 00:00:00,2026-06-25 18:59:17,Moderate
1616,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,124.0,124.0,93.0,9.3,0.5,5.5,4.6,2026-06-26 00:00:00,2026-06-25 18:59:17,Moderate
1621,Kanpur,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",26.4499,80.3319,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 20:54:27,Moderate
1643,Lucknow,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",26.8467,80.9462,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 22:13:21,Moderate
1645,Patna,Bihar,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",25.5941,85.1376,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 22:13:21,Moderate
1646,Varanasi,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",25.3176,82.9739,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 22:13:21,Moderate
1659,Chennai,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",13.0827,80.2707,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 22:13:21,Moderate
1660,Visakhapatnam,Andhra Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.6868,83.2185,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 22:13:21,Moderate
1664,Kolkata,West Bengal,"Natural Resources and Environment Office, Chiangrai, Thailand (สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดเชียงราย)",22.5726,88.3639,62.0,62.0,36.0,0.6,12.7,0.1,,2026-06-25 23:00:00,2026-06-25 22:13:21,Satisfactory
1665,Ranchi,Jharkhand,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.3441,85.3096,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 22:13:21,Moderate
1666,Bhubaneswar,Odisha,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",20.2961,85.8245,142.0,122.0,142.0,20.6,11.6,6.7,1.6,2026-06-25 20:00:00,2026-06-25 22:13:21,Moderate
1667,Guwahati,Assam,"Natural Resources and Environment Office, Chiangrai, Thailand (สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดเชียงราย)",26.1445,91.7362,62.0,62.0,36.0,0.6,12.7,0.1,,2026-06-25 23:00:00,2026-06-25 22:13:21,Satisfactory
1670,New Delhi,Delhi,"Punjabi Bagh, Delhi, Delhi, India",28.6139,77.209,157.0,157.0,154.0,19.8,11.0,10.9,18.3,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1671,Gurugram,Haryana,"Punjabi Bagh, Delhi, Delhi, India",28.4595,77.0266,157.0,157.0,154.0,19.8,11.0,10.9,18.3,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1672,Noida,Uttar Pradesh,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",28.5355,77.391,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1673,Lucknow,Uttar Pradesh,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",26.8467,80.9462,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1674,Kanpur,Uttar Pradesh,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",26.4499,80.3319,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1675,Patna,Bihar,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",25.5941,85.1376,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1676,Varanasi,Uttar Pradesh,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",25.3176,82.9739,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1677,Agra,Uttar Pradesh,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",27.1767,78.0081,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1679,Jaipur,Rajasthan,"Punjabi Bagh, Delhi, Delhi, India",26.9124,75.7873,157.0,157.0,154.0,19.8,11.0,10.9,18.3,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1680,Mumbai,Maharashtra,"Punjabi Bagh, Delhi, Delhi, India",19.076,72.8777,157.0,157.0,154.0,19.8,11.0,10.9,18.3,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1681,Ahmedabad,Gujarat,"Punjabi Bagh, Delhi, Delhi, India",23.0225,72.5714,157.0,157.0,154.0,19.8,11.0,10.9,18.3,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1682,Pune,Maharashtra,"Punjabi Bagh, Delhi, Delhi, India",18.5204,73.8567,157.0,157.0,154.0,19.8,11.0,10.9,18.3,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1683,Surat,Gujarat,"Punjabi Bagh, Delhi, Delhi, India",21.1702,72.8311,157.0,157.0,154.0,19.8,11.0,10.9,18.3,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1684,Indore,Madhya Pradesh,"Punjabi Bagh, Delhi, Delhi, India",22.7196,75.8577,157.0,157.0,154.0,19.8,11.0,10.9,18.3,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1685,Nagpur,Maharashtra,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",21.1458,79.0882,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1686,Bhopal,Madhya Pradesh,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",23.2599,77.4126,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1687,Bengaluru,Karnataka,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",12.9716,77.5946,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1688,Hyderabad,Telangana,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",17.385,78.4867,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1689,Chennai,Tamil Nadu,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",13.0827,80.2707,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1690,Visakhapatnam,Andhra Pradesh,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",17.6868,83.2185,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1691,Dehradun,Uttarakhand,"Narela, Delhi, Delhi, India",30.3165,78.0322,124.0,124.0,93.0,9.3,0.5,5.5,4.6,2026-06-26 00:00:00,2026-06-26 00:01:36,Moderate
1692,Coimbatore,Tamil Nadu,"Punjabi Bagh, Delhi, Delhi, India",11.0168,76.9558,157.0,157.0,154.0,19.8,11.0,10.9,18.3,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1693,Thiruvananthapuram,Kerala,"Punjabi Bagh, Delhi, Delhi, India",8.5241,76.9366,157.0,157.0,154.0,19.8,11.0,10.9,18.3,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1695,Ranchi,Jharkhand,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",23.3441,85.3096,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1696,Bhubaneswar,Odisha,"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",20.2961,85.8245,132.0,132.0,114.0,36.2,3.8,14.5,4.1,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1699,Ooty,Tamil Nadu,"Punjabi Bagh, Delhi, Delhi, India",11.4102,76.695,157.0,157.0,154.0,19.8,11.0,10.9,18.3,2026-06-25 22:00:00,2026-06-26 00:01:36,Moderate
1700,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,109.0,53.0,109.0,7.3,9.7,8.6,25.5,2026-06-26 12:00:00,2026-06-26 08:30:06,Moderate
1701,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,122.0,61.0,122.0,8.9,14.1,4.9,9.7,2026-06-26 12:00:00,2026-06-26 08:30:06,Moderate
1702,Noida,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",28.5355,77.391,106.0,63.0,106.0,4.4,21.1,3.2,2.6,2026-06-26 12:00:00,2026-06-26 08:30:06,Moderate
1703,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,106.0,63.0,106.0,4.4,21.1,3.2,2.6,2026-06-26 12:00:00,2026-06-26 08:30:06,Moderate
1704,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,99.0,99.0,92.0,5.5,2.3,6.4,4.6,2026-06-26 13:00:00,2026-06-26 08:30:06,Satisfactory
1705,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,89.0,89.0,68.0,8.2,10.0,7.3,8.4,2026-06-26 10:00:00,2026-06-26 08:30:06,Satisfactory
1706,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,89.0,89.0,68.0,8.2,10.0,7.3,8.4,2026-06-26 10:00:00,2026-06-26 08:30:06,Satisfactory
1707,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,89.0,89.0,68.0,8.2,10.0,7.3,8.4,2026-06-26 10:00:00,2026-06-26 08:30:06,Satisfactory
1708,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,89.0,89.0,68.0,8.2,10.0,7.3,8.4,2026-06-26 10:00:00,2026-06-26 08:30:06,Satisfactory
1709,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,89.0,89.0,68.0,8.2,10.0,7.3,8.4,2026-06-26 10:00:00,2026-06-26 08:30:06,Satisfactory
1710,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,106.0,63.0,106.0,4.4,21.1,3.2,2.6,2026-06-26 12:00:00,2026-06-26 08:30:06,Moderate
1711,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,106.0,63.0,106.0,4.4,21.1,3.2,2.6,2026-06-26 12:00:00,2026-06-26 08:30:06,Moderate
1712,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,106.0,63.0,106.0,4.4,21.1,3.2,2.6,2026-06-26 12:00:00,2026-06-26 08:30:06,Moderate
1713,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,106.0,63.0,106.0,4.4,21.1,3.2,2.6,2026-06-26 12:00:00,2026-06-26 08:30:06,Moderate
1714,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,106.0,63.0,106.0,4.4,21.1,3.2,2.6,2026-06-26 12:00:00,2026-06-26 08:30:06,Moderate
1715,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,101.0,101.0,99.0,3.3,13.4,3.7,3.0,2026-06-26 13:00:00,2026-06-26 08:30:06,Moderate
1716,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,106.0,63.0,106.0,4.4,21.1,3.2,2.6,2026-06-26 12:00:00,2026-06-26 08:30:06,Moderate
1717,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,39.0,39.0,,,,,,2026-06-26 15:00:00,2026-06-26 08:30:06,Good
1718,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,50.0,50.0,18.0,4.6,46.3,2.8,3.1,2026-06-26 15:00:00,2026-06-26 08:30:06,Good
1719,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,99.0,99.0,92.0,5.5,2.3,6.4,4.6,2026-06-26 13:00:00,2026-06-26 08:30:06,Satisfactory
1720,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,106.0,63.0,106.0,4.4,21.1,3.2,2.6,2026-06-26 12:00:00,2026-06-26 08:30:06,Moderate
1725,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,89.0,89.0,74.0,4.2,4.0,6.4,4.5,2026-06-26 16:00:00,2026-06-26 11:35:58,Satisfactory
1736,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,97.0,97.0,90.0,3.3,14.3,3.7,2.2,2026-06-26 15:00:00,2026-06-26 11:35:58,Satisfactory
1738,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,10.0,10.0,,,,,,2026-06-26 18:00:00,2026-06-26 11:35:58,Good
1739,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,46.0,42.0,17.0,5.1,46.3,3.7,2.6,2026-06-26 18:00:00,2026-06-26 11:35:58,Good
1740,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,89.0,89.0,74.0,4.2,4.0,6.4,4.5,2026-06-26 16:00:00,2026-06-26 11:35:58,Satisfactory
1742,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,85.0,38.0,85.0,10.0,16.4,9.5,37.0,2026-06-26 19:00:00,2026-06-26 13:53:25,Satisfactory
1743,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,82.0,68.0,82.0,16.4,14.2,5.5,1.4,2026-06-26 18:00:00,2026-06-26 13:53:25,Satisfactory
1744,Noida,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",28.5355,77.391,98.0,89.0,98.0,3.6,24.1,2.8,2.1,2026-06-26 18:00:00,2026-06-26 13:53:25,Satisfactory
1745,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,98.0,89.0,98.0,3.6,24.1,2.8,2.1,2026-06-26 18:00:00,2026-06-26 13:53:25,Satisfactory
1747,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,76.0,76.0,69.0,9.1,17.3,5.5,6.5,2026-06-26 19:00:00,2026-06-26 13:53:25,Satisfactory
1748,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,76.0,76.0,69.0,9.1,17.3,5.5,6.5,2026-06-26 19:00:00,2026-06-26 13:53:25,Satisfactory
1749,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,76.0,76.0,69.0,9.1,17.3,5.5,6.5,2026-06-26 19:00:00,2026-06-26 13:53:25,Satisfactory
1750,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,76.0,76.0,69.0,9.1,17.3,5.5,6.5,2026-06-26 19:00:00,2026-06-26 13:53:25,Satisfactory
1751,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,76.0,76.0,69.0,9.1,17.3,5.5,6.5,2026-06-26 19:00:00,2026-06-26 13:53:25,Satisfactory
1752,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,98.0,89.0,98.0,3.6,24.1,2.8,2.1,2026-06-26 18:00:00,2026-06-26 13:53:25,Satisfactory
1753,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,98.0,89.0,98.0,3.6,24.1,2.8,2.1,2026-06-26 18:00:00,2026-06-26 13:53:25,Satisfactory
1754,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,98.0,89.0,98.0,3.6,24.1,2.8,2.1,2026-06-26 18:00:00,2026-06-26 13:53:25,Satisfactory
1755,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,98.0,89.0,98.0,3.6,24.1,2.8,2.1,2026-06-26 18:00:00,2026-06-26 13:53:25,Satisfactory
1756,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,98.0,89.0,98.0,3.6,24.1,2.8,2.1,2026-06-26 18:00:00,2026-06-26 13:53:25,Satisfactory
1757,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,97.0,97.0,87.0,3.3,11.7,3.7,2.8,2026-06-26 19:00:00,2026-06-26 13:53:25,Satisfactory
1758,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,98.0,89.0,98.0,3.6,24.1,2.8,2.1,2026-06-26 18:00:00,2026-06-26 13:53:25,Satisfactory
1759,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,31.0,31.0,,,,,,2026-06-26 20:00:00,2026-06-26 13:53:25,Good
1760,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,46.0,25.0,10.0,4.6,45.9,1.9,2.1,2026-06-26 21:00:00,2026-06-26 13:53:25,Good
1762,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,98.0,89.0,98.0,3.6,24.1,2.8,2.1,2026-06-26 18:00:00,2026-06-26 13:53:25,Satisfactory
1763,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,96.0,63.0,96.0,9.8,13.7,10.0,40.2,2026-06-26 20:00:00,2026-06-26 16:04:15,Satisfactory
1765,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,130.0,125.0,130.0,20.7,7.8,10.0,5.7,2026-06-26 21:00:00,2026-06-26 16:04:15,Moderate
1766,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,95.0,71.0,95.0,11.5,13.1,5.0,2.1,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1767,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,114.0,114.0,101.0,6.3,1.5,7.1,4.5,2026-06-26 21:00:00,2026-06-26 16:04:15,Moderate
1768,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,74.0,68.0,74.0,7.4,13.6,6.1,6.5,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1769,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,74.0,68.0,74.0,7.4,13.6,6.1,6.5,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1770,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,74.0,68.0,74.0,7.4,13.6,6.1,6.5,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1771,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,74.0,68.0,74.0,7.4,13.6,6.1,6.5,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1772,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,74.0,68.0,74.0,7.4,13.6,6.1,6.5,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1773,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,95.0,71.0,95.0,11.5,13.1,5.0,2.1,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1774,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,95.0,71.0,95.0,11.5,13.1,5.0,2.1,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1775,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,95.0,71.0,95.0,11.5,13.1,5.0,2.1,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1776,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,95.0,71.0,95.0,11.5,13.1,5.0,2.1,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1777,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,95.0,71.0,95.0,11.5,13.1,5.0,2.1,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1778,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,114.0,114.0,109.0,0.8,10.2,4.6,1.8,2026-06-26 21:00:00,2026-06-26 16:04:15,Moderate
1779,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,95.0,71.0,95.0,11.5,13.1,5.0,2.1,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1780,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,20.0,20.0,,,,,,2026-06-26 22:00:00,2026-06-26 16:04:15,Good
1781,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,45.0,13.0,10.0,4.2,44.7,1.9,2.1,2026-06-26 23:00:00,2026-06-26 16:04:15,Good
1782,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,114.0,114.0,101.0,6.3,1.5,7.1,4.5,2026-06-26 21:00:00,2026-06-26 16:04:15,Moderate
1783,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,95.0,71.0,95.0,11.5,13.1,5.0,2.1,2026-06-26 21:00:00,2026-06-26 16:04:15,Satisfactory
1784,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,84.0,55.0,84.0,6.4,11.0,11.2,39.9,2026-06-26 22:00:00,2026-06-26 18:19:35,Satisfactory
1786,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,85.0,85.0,68.0,15.8,6.9,6.4,4.9,2026-06-26 23:00:00,2026-06-26 18:19:35,Satisfactory
1787,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,82.0,75.0,82.0,11.4,9.7,4.9,2.4,2026-06-26 23:00:00,2026-06-26 18:19:35,Satisfactory
1788,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,67.0,67.0,50.0,15.6,1.9,8.2,3.5,2026-06-26 23:00:00,2026-06-26 18:19:35,Satisfactory
1789,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,77.0,77.0,55.0,8.5,12.4,6.6,7.5,2026-06-26 22:00:00,2026-06-26 18:19:35,Satisfactory
